"dialogue" "label"
"527" "Okay. That didn't really make any sense, but you know what I'm trying to say." "1"
"528" "Come on. We got a situation.  See him down there? He's in trouble. What's your plan? Go." "1"
"529" "Um. Okay, okay... uh...  Okay. Did you ever see this really old movie, Aliens?" "1"
"530" "Painful aren't they? They were originally designed for microsurgery. And any one of them..." "-1"
"531" "...Could end your friend's life in an instant." "-1"
"532" "I gotta tell you, he's not really my friend. Saving his life is more a professional courtesy." "-1"
"533" "You've saved nothing. Your powers are inconsequential compared to mine." "-1"
"534" "Yeah, but the kid's seen more movies." "1"
"535" "Yes! Wait what are those?!" "1"
"536" "Hey, we haven't officially met.  Cool." "1"
"537" "We've gotta turn this ship around." "1"
"538" "Yeah. Now he wants to run. Great plan." "-1"
"539" "No, I want to protect the stone." "1"
"540" "And I want you to thank me now. Go ahead, I'm listening." "1"
"541" "For what? Nearly blasting me into space?" "-1"
"542" "Who just saved your magical ass? Me." "-1"
"543" "I seriously don't know how you fit your head into that helmet." "-1"
"544" "Admit it. You should have ducked out when I told you to. I tried to bench you. You refused." "-1"
"545" "Unlike everyone else in your life, I don't work for you." "-1"
"546" "And due to that fact, we're now in a flying doughnut billions of miles away from Earth with no backup." "-1"
"547" "I'm backup." "1"
"548" "No. You're a stowaway.  The adults are talking." "-1"
"549" "I'm sorry, I'm confused as to the relationship here. Wh-- what is he, your ward?" "-1"
"550" "No. I'm Peter, by the way." "1"
"551" "Dr. Strange." "1"
"552" "Oh, we're using our made-up names. Um... I'm Spider-Man, then." "1"
"553" "This ship is self-correcting its course. Thing's on autopilot." "1"
"554" "Can we control it? Fly us home?  Stark?" "1"
"555" "Yeah?" "1"
"556" "Can you get us home?" "1"
"557" "Yeah I heard you. I'm thinking... I'm not so sure we should." "1"
"558" "Under no circumstance can we bring the Time Stone to Thanos. I don't think you quite understand what's at stake here." "-1"
"559" "No. It's you who doesn't understand, that Thanos has been inside my head for six years since he sent an army to New York and now he's back! And I don't know what to do. So I'm not so sure if it's a better plan to fight him on our turf or his but you saw what they did, what they can do. At least on his turf, he's not expecting it. So I say we take the fight to him. Doctor. Do you concur?" "-1"
"560" "Alright, Stark. We go to him. But you have to understand... if it comes to saving you or the kid or the Time Stone... I will not hesitate to let either of you die. I can't, because the fate of the universe depends on it." "-1"
"561" "Nice. Good. Moral compass. We're straight.  Alright, kid. You're an Avenger now." "-1"
"562" "I thought you might be hungry." "1"
"563" "I always hated that chair." "-1"
"564" "So I've been told. Even so. I'd hoped you'd sit on it one day." "1"
"565" "I hated this room. This ship. I hated my life." "-1"
"566" "You told me that too.  Every day. For almost twenty years." "1"
"567" "I was a child when you took me." "-1"
"568" "I saved you." "1"
"569" "No. No. We were happy on my home planet." "-1"
"570" "Going to bed hungry, scrounging for scraps. Your planet was on the brink of collapse. I'm the one who stopped that. Do you know what's happened since then? The children born have known nothing but full bellies and clear skies. It's a paradise." "-1"
"571" "Because you murdered half the planet." "-1"
"572" "A small price to pay for salvation." "-1"
"573" "You're insane." "-1"
"574" "Little one, it's a simple calculus. This universe is finite, its resources finite. If life is left unchecked, life will cease to exist. It needs correction-" "-1"
"575" "YOU DON'T KNOW THAT." "-1"
"576" "I'm the only one who knows that. At least, I'm the only one with the will to act on it.  For a time... you had that same will... as you fought by my side. Daughter." "1"
"577" "I'm not your daughter. Everything I hate about myself you taught me." "-1"
"578" "And in doing so, made you the fiercest woman in the galaxy. That's why I trusted you to find the Soul Stone." "1"
"579" "I'm sorry I disappointed you." "-1"
"580" "I am disappointed. But not because you didn't find it.  But because you did.  And you lied." "-1"
"581" "Nebula." "1"
"582" "Don't do this." "-1"
"583" "Some time ago, your sister snuck aboard this ship to kill me." "-1"
"584" "Please don't do this." "-1"
"585" "And very nearly succeeded. So I brought her here. To talk." "1"
"586" "Stop. Stop it.  I swear to you on my life. I never found the Soul Stone." "-1"
"587" "You know what he's about to do. He's finally ready, and he's going for the stones. All of them." "1"
"588" "He can never get them all." "-1"
"589" "He will!" "1"
"590" "He can't, Nebula. Because I found the map to the Soul Stone and I burnt it to ash. I burnt it." "-1"
"591" "You're strong. Me. You're generous. Me. But I never taught you to lie. That's why you're so bad at it.  Where is the Soul Stone?" "-1"
"592" "VORMIR!  The Stone is on Vormir." "1"
"593" "Show me." "1"
"594" "I am Groot." "1"
"595" "Tinkle in the cup. We're not looking. What's there to see? What's a twig? Everybody's seen a twig." "1"
"596" "I am Groot." "1"
"597" "Tree, pour what's in the cup out in space, and go in the cup again." "1"
"598" "You speak Groot?" "1"
"599" "Yes, they taught it on Asgard. It was an elective." "1"
"600" "I am Groot." "1"
"601" "You'll know when we're there. Nivadellir's forge harnesses the power of a blazing neutron star.  It's the birth place of my hammer. It's truly awesome." "1"
"602" "Okay, time to be the captain.  So, dead brother, huh? Yeah, that can be annoying." "-1"
"603" "Well, he's been dead before, but this time I think it really might be true." "-1"
"604" "And you said your sister and your dad?" "1"
"605" "Both dead." "-1"
"606" "Still got a mom, though?" "1"
"607" "Killed by a dark elf." "-1"
"608" "A best friend?" "1"
"609" "Stabbed through the heart." "-1"
"610" "Are you sure you're up to this particular murder mission?" "-1"
"611" "Absolutely. Rage, vengeance, anger, loss, regret... they're all tremendous motivators. They really clear the mind. So I'm good to go." "-1"
"612" "Yeah, but this Thanos we're talking about... he's the toughest there is." "-1"
"613" "Well, he's never fought me." "1"
"614" "Yeah, he has!" "1"
"615" "He's never fought me twice. And I'm getting a new hammer, don't forget." "1"
"616" "Better be some hammer." "1"
"617" "You know, I'm 1,500 years old. I've killed twice as many enemies as that, and every one would have rather killed me, but none succeeded. I'm only alive because fate wants me alive. Thanos is the latest in a long line of bastards and he will be the latest to feel my vengeance. Fate wills it so." "-1"
"618" "And what if you're wrong?" "-1"
"619" "If I'm wrong then... what more could I lose?" "-1"
"620" "I could lose a lot. Me personally. I could lose a lot.  Okay. If fate does want you to kill that crapsack... you're gonna need more than one stupid eyeball." "-1"
"621" "What's this?" "1"
"622" "What's it look like? Some jerk lost a bet with me on on Contraxia." "-1"
"623" "He gave you his eye?" "1"
"624" "He gave me 100 credits. I snuck in later that night and stole his eye." "1"
"625" "Thank you, sweet rabbit." "1"
"626" "Hmm. Huh? Oh. I would've washed that. The only way I could sneak it off Contraxia was up my... Hey, we're here!" "1"
"627" "I don't think this thing works. Everything seems dark." "1"
"628" "It ain't the eye." "1"
"629" "Something's wrong. The star's gone out. And the rings are frozen." "-1"
"630" "I hope these dwarves are better at forging than they are cleaning. Maybe they realized they live in a junk pile in the middle of space." "-1"
"631" "This forge hasn't gone dark in centuries...." "1"
"632" "You said Thanos had a gauntlet, right?" "1"
"633" "Yes. Why?" "1"
"634" "Look anything like that?" "1"
"635" "I am Groot." "1"
"636" "Go back to the pod." "1"
"637" "Eitri, wait! Stop!" "1"
"638" "Thor?" "1"
"639" "What happened here?" "1"
"640" "You were supposed to protect us. Asgard was supposed to protect us!" "1"
"641" "Asgard is destroyed.  Eitri, the glove. What did you do?" "-1"
"642" "300 dwarves lived on this ring. I thought if I did what he asked, they'd be safe. I made what he wanted. A device capable of harnessing the power of the stones. Then he killed everyone anyway. All except me. 'Your life is yours,' he said. 'But your hands are mine alone.'" "-1"
"643" "Eitri, this isn't about your hands. Every weapon you've ever designed: every ax, hammer, sword - it's all inside your head." "1"
"644" "Now I know it feels like all hope is lost. Trust me, I know. But together, you and I, we can kill Thanos." "-1"
"645" "Mantis, listen very carefully. I need you to meet me on Titan." "1"
"646" "Hey, what's going on?" "1"
"647" "I think we're here." "1"
"648" "I don't think this rig has a self-park function.  Get your hand into this steering gimbal. Close those around it. You understand?" "1"
"649" "Yep, got it." "1"
"650" "This was meant for one big guy, so we gotta to move at the same time." "1"
"651" "Okay. Okay. Ready." "1"
"652" "We might wanna turn. Turn! Turn! Turn!!" "1"
"653" "You alright?  That was close. I owe you one." "1"
"654" "Let me just say, if aliens wind up implanting eggs in my chest or something, and I eat one of you, I'm sorry." "-1"
"655" "I don't wanna hear another single pop culture out of you for the rest of the trip. You understand?" "1"
"656" "I'm trying to say that... something is coming." "1"
"657" "THANOS!!!!" "1"
"658" "AH! Whoawhoawhoawhoa! PLEASE DON'T PUT YOUR EGGS IN ME!" "-1"
"659" "Stay down, clown!" "-1"
"660" "Die, blanket of death!" "-1"
"661" "Alright, everybody, stay where you are...chill the F out.  I'm gonna ask you this one time. Where's Gamora?" "-1"
"662" "Yeah, I'll do you one better. Who's Gamora?" "1"
"663" "I'll do you one better. Why is Gamora?" "1"
"664" "Tell me where the girl is, or I swear to you, I'm gonna French-fry this little freak." "-1"
"665" "Let's do it! You shoot my guy, I blast him. Let's go!" "1"
"666" "Do it, Quill! I can take it." "1"
"667" "No, he can't take it!" "1"
"668" "She's right. You can't." "1"
"669" "Oh yeah? You don't wanna tell me where she is? That's fine. I'll kill all three of you and beat it out of Thanos myself.  Starting with you." "-1"
"670" "Wait, what. Thanos?  Alright, let me ask you this one time: What master do you serve?" "1"
"671" "What master do I serve? What am I supposed to say? Jesus?" "1"
"672" "You're from Earth?" "1"
"673" "I'm not from Earth. I'm from Missouri." "1"
"674" "Yeah, that's on Earth, dip-shit. What are you hassling us for?" "-1"
"675" "So, you're not with Thanos?" "1"
"676" "With Thanos?! No, I'm here to kill Thanos! He took my girl- Wai- who are you?" "-1"
"677" "We're the Avengers, man." "1"
"678" "Oh." "1"
"679" "You're the ones Thor told us about!" "1"
"680" "You know Thor!?" "1"
"681" "Yeah. Tall guy, not that good-looking,  needed saving." "-1"
"682" "Where is he now?" "1"
"683" "This is the plan? We're gonna hit him with a brick?" "1"
"684" "It's a mold. A king's weapon. Meant to be the greatest in Asgard. In theory, it could even summon the Bifrost." "1"
"685" "Did it have a name?" "1"
"686" "Stormbreaker." "1"
"687" "That's a bit much." "1"
"688" "So how do we make it?" "1"
"689" "You'll have to restart the forge. Awaken the heart of a dying star." "1"
"690" "Rabbit, fire up the pod." "1"
"691" "The heck happened to this planet? It's eight degrees off its axis. Gravitational pull is all over the place." "1"
"692" "Yeah, we got one advantage. He's coming to us. We'll use it. All right, I have a plan. Or at least the beginnings of one. It's pretty simple. We draw him in, pin him down, get what we need. Definitely don't wanna dance with this guy. We just want the gauntlet." "1"
"693" "Are you yawning? In the middle of this, while I'm breaking it down? Huh? Did you hear what I said?" "1"
"694" "I stopped listening after you said, We need a plan." "1"
"695" "Okay, Mr. Clean is on his own page." "1"
"696" "See, not winging it isn't really what they do." "1"
"697" "Uh, what exactly is it that they do?" "1"
"698" "Kick names, take ass." "1"
"699" "Yeah, that's right." "1"
"700" "Alright, just get over here, please. Mr. Lord, can you get your folks to circle up?" "1"
"701" "Mr. Lord. Star-Lord is fine." "1"
"702" "We gotta coalesce. 'Cause if all we come at him with is a plucky attitude...." "-1"
"703" "Dude, don't call us plucky. We don't know what it means. Alright, we're optimistic, yes. I like your plan. Except it sucks, so let me do the plan, and that way it might be really good." "-1"
"704" "Tell him about the dance-off to save the universe." "1"
"705" "What dance-off?" "1"
"706" "It's not a... it's not... it's nothing." "1"
"707" "Like in Footloose, the movie?" "1"
"708" "Exactly like Footloose. Is it still the greatest movie in history?" "1"
"709" "It never was." "-1"
"710" "Don't encourage this, alright?" "1"
"711" "Okay." "1"
"712" "We're getting no help from Flash Gordon here." "1"
"713" "Flash Gordon? By the way, that's a compliment. Don't forget, I'm half human.  So that 50% of me that's stupid? That's 100% you." "1"
"714" "Your math is blowing my mind." "1"
"715" "Excuse me, but... does your friend often do that?" "-1"
"716" "Strange, we alright?" "1"
"717" "You're back. You're alright." "1"
"718" "Hey, what was that?" "1"
"719" "I went forward in time to view alternate futures. To see all the possible outcomes of the coming conflict." "1"
"720" "How many did you see?" "1"
"721" "14,000,605." "1"
"722" "How many did we win?" "1"
"723" "One." "1"
"724" "The stone had better be up there... for your sister's sake." "-1"
"725" "Welcome, Thanos, son of A'lars. Gamora, daughter of Thanos." "1"
"726" "You know us?" "1"
"727" "It is my curse to know all who journey here." "-1"
"728" "Where's the Soul Stone?" "1"
"729" "You should know... it extracts a terrible price." "-1"
"730" "I am prepared." "1"
"731" "We all think that at first.  We are all wrong." "-1"
"732" "How is it you know this place so well?" "1"
"733" "A lifetime ago, I, too, sought the stones. I even held one in my hand. But it cast me out, banished me here. Guiding others to a treasure I cannot possess." "-1"
"734" "What you seek lies before you. As does what you fear." "-1"
"735" "What's this?" "1"
"736" "The price. Soul hold a special place among the Infinity Stones. You might say it has a certain wisdom." "-1"
"737" "Tell me what it needs." "1"
"738" "To ensure that whoever possesses it... understands its power.... The stone demands a sacrifice." "-1"
"739" "Of what?" "1"
"740" "In order to take the stone, you must lose that which you love. A soul, for a soul." "-1"
"741" "All my life, I dreamed of a day... a moment when you would get what you deserved. And I was always so disappointed. But now... you kill and torture... and you call it mercy. The universe has judged you. You asked it for a prize, and it told you no. You failed. And do you wanna know why? Because you love nothing. No one." "-1"
"742" "nan" "1"
"743" "Really? Tears?" "1"
"744" "They're not for him." "1"
"745" "No...This isn't love!" "1"
"746" "I ignored my destiny once. I cannot do that again. Even for you.  I'm sorry, little one." "1"
"747" "NO!" "1"
"748" "Drop to 2600, heading 0-3-0." "1"
"749" "I hope you're right about this, Cap. Or we're gonna land a lot faster than you want to." "1"
"750" "When you said we were going to open Wakanda to the rest of the world... this is not what I imagined." "1"
"751" "And what did you imagine?" "1"
"752" "The Olympics. Maybe even a Starbucks." "1"
"753" "Should we bow?" "1"
"754" "Yeah, he's a king." "1"
"755" "Seems like I'm always thanking you for something." "1"
"756" "What are you doing?" "1"
"757" "Uh, we don't do that here.  So how big of an assault can we expect?" "1"
"758" "Uh, sir, I think you can expect quite a big assault." "-1"
"759" "How we looking?" "1"
"760" "You will have my Kingsguard, the Border Tribe, the Dora Milaje, and..." "1"
"761" "A semi-stable, 100-year-old man." "-1"
"762" "How you been, Buck?" "1"
"763" "Uh, not bad, for the end of the world." "1"
"764" "Whoa. The structure is polymorphic." "1"
"765" "Right, we had to attach each neuron non-sequentially." "1"
"766" "Why didn't you just reprogram the synapses to work collectively?" "1"
"767" "Because, we didn't think of it." "1"
"768" "I'm sure you did your best." "1"
"769" "Can you do it?" "1"
"770" "Yes, but there are more than two trillion neurons here. One misalignment could cause a cascade of circuit failures.  It will take time, brother." "1"
"771" "How long?" "1"
"772" "As long as you can give me." "1"
"773" "Something's entered the atmosphere." "1"
"774" "Hey, Cap, we got a situation here." "1"
"775" "God, I love this place." "1"
"776" "Yeah, don't start celebrating yet, guys. We got more incoming outside the dome." "1"
"777" "It's too late. We need to destroy the stone now." "-1"
"778" "Vision, get your ass back on the table." "-1"
"779" "We will hold them off." "1"
"780" "Wanda, as soon as the stone's out of his head... you blow it to hell." "-1"
"781" "I will." "1"
"782" "Evacuate the city. Engage all defense procedures.  And get this man a shield." "1"
"783" "I don't think you get the scientifics here. These rings are gigantic. You wanna get them moving, you're gonna need something a lot bigger to yank 'em loose." "1"
"784" "Leave that to me." "1"
"785" "Leave that to you? Buddy, you're in space. All you got is a rope and a--" "-1"
"786" "Fire the engines!" "1"
"787" "Nnnyah!" "1"
"788" "MORE... POWER... RABBIT!" "1"
"789" "Well done, boy." "1"
"790" "That's Nivadellir!" "1"
"791" "Damn it." "-1"
"792" "Damn it? What's damn it?" "-1"
"793" "The mechanism is crippled." "-1"
"794" "What?" "1"
"795" "With the iris closed I can't heat the metal." "1"
"796" "How long will it take to heat?" "1"
"797" "A few minutes, maybe more. Why?" "1"
"798" "I'm gonna hold it open." "1"
"799" "That's suicide." "-1"
"800" "So is facing Thanos without that ax." "-1"
"801" "How we looking, Bruce?" "1"
"802" "Yeah, I think I'm getting the hang of it. Wow! It's like being the Hulk without actually--  I'm okay. I'm okay." "1"
"803" "I got two heat signatures breaking through the tree line." "1"
"804" "MIE EFFA!  YA HU! MIE EFFA! YA HU! MIE EFFA! YA HU! MIE EFFA! YA HU! MIE EFFA! YA HU!" "1"
"805" "Thank you for standing with us." "1"
"806" "Of course, brother." "1"
"807" "Where's your other friend?" "1"
"808" "You will pay for his life with yours. Thanos will have that stone." "-1"
"809" "That's not gonna happen." "1"
"810" "You are in Wakanda now. Thanos will have nothing but dust and blood." "-1"
"811" "We... have blood to spare." "-1"
"812" "Did they surrender?" "-1"
"813" "Not exactly." "1"
"814" "What the hell." "1"
"815" "Looks like we pissed her off." "-1"
"816" "They're killing themselves." "-1"
"817" "You seen the teeth on those things?" "1"
"818" "Alright, back up, Sam. You're gonna get your wings singed." "1"
"819" "Cap, if these things circle the perimeter and get in behind us... there's nothing between them and Vision." "1"
"820" "Them we better keep 'em in front of us." "1"
"821" "How do we do that?" "1"
"822" "We open the barrier.  On my signal, open North-West Section Seventeen." "1"
"823" "Requesting confirmation, my King. You said open the barrier?" "1"
"824" "On my signal." "1"
"825" "This will be the end of Wakanda." "-1"
"826" "Then it will be the noblest ending in history." "1"
"827" "WAKANDA FOREVER!!!!  Now!" "1"
"828" "How much longer, Shuri?" "1"
"829" "We've barely begun, brother." "1"
"830" "You might want to pick up the pace." "1"
"831" "Allfathers, give me strength." "1"
"832" "You understand, boy? You're about to take the full force of a star. It'll kill you." "-1"
"833" "Only if I die." "-1"
"834" "Yes. That's what... killing you means." "-1"
"835" "Hold it! Hold it, Thor!" "1"
"836" "Thor! Say something. Come on. Thor, you okay?" "1"
"837" "I think he's dying!" "-1"
"838" "He needs the ax!" "1"
"839" "Where's the handle?" "1"
"840" "Tree, help me find the handle!" "1"
"841" "There’s too many of them! GYAH! AAAAHHHHH!" "1"
"842" "AH-hahaha! You guys are so screwed now!" "1"
"843" "BRING ME THANOS!" "-1"
"844" "Oh, yeah...you're much more of a Thanos." "1"
"845" "I take it, the Maw is dead. This day extracts a heavy toll. Still, he accomplished his mission." "-1"
"846" "You may regret that. He brought you face-to-face with the Master of the Mystic Arts." "1"
"847" "And where do you think he brought you?" "1"
"848" "Let me guess. Your home?" "1"
"849" "It was. And it was beautiful.  Titan was like most planets. Too many mouths, and not enough to go around. And when we faced extinction, I offered a solution." "1"
"850" "Genocide." "-1"
"851" "But at random, dispassionate, fair to rich and poor alike. They called me a madman. And what I predicted came to pass." "-1"
"852" "Congratulations. You're a prophet." "-1"
"853" "I'm a survivor." "1"
"854" "Who wants to murder trillions." "-1"
"855" "With all six stones, I could simply snap my fingers, and they would all cease to exist; I call that... mercy." "-1"
"856" "And then what?" "1"
"857" "I finally rest...and watch the sun rise on a grateful universe." "1"
"858" "The hardest choices require the strongest wills." "-1"
"859" "I think you'll find our will...equal...to yours." "1"
"860" "Ours?" "1"
"861" "Piece of cake, Quill." "1"
"862" "Yeah, if your goal was to piss him off!" "1"
"863" "Boom!" "1"
"864" "Do not let him close his fist." "1"
"865" "Magic!  More magic!  Magic with a kick!  Magic with a--" "1"
"866" "Insect!" "1"
"867" "Well, well." "1"
"868" "You should have killed me." "-1"
"869" "It would've been a waste of parts!" "1"
"870" "Where's Gamora?!" "1"
"871" "Is he under? Don't let up." "1"
"872" "Be quick. He is very strong." "1"
"873" "Parker, help! Get over here.  She can't hold him much longer. Let's go." "1"
"874" "I thought you'd be harder to catch. For the record, this was my plan. Not so strong now, huh? Where is Gamora?" "1"
"875" "My Gamora...?" "1"
"876" "No, bull-shit. Where is she?" "-1"
"877" "He is in anguish." "-1"
"878" "Good." "1"
"879" "He… he mourns." "-1"
"880" "What does this monster have to mourn?" "-1"
"881" "Gamora." "1"
"882" "What?" "1"
"883" "He took her to Vormir. He came back with the Soul Stone... but she didn't." "-1"
"884" "Okay, Quill, you gotta cool it right now, you understand?" "1"
"885" "Don't, don't, don't engage, we've almost got this off!" "-1"
"886" "Tell me she's lying.  Asshole! Tell me you didn't do it!" "-1"
"887" "I... had... to." "1"
"888" "No, you didn't…! No, you didn't…!  NO, YOU DIDN'T!" "-1"
"889" "QUILL!" "1"
"890" "Hey, stop! Hey, stop! Stop! Hey, stop! Stop!" "-1"
"891" "It's coming! It's coming! It's coming!  I got it! I got it.... !" "-1"
"892" "Oh, God!" "1"
"893" "Come and get some, space dogs!  Come on, get some, get some! Come on, get some!  How much for the gun?" "1"
"894" "Not for sale." "1"
"895" "Okay, how much for the arm?  Oh, I'll get that arm." "1"
"896" "New haircut?" "1"
"897" "Notice you've copied my beard." "1"
"898" "By the way, this is a friend of mine. Tree." "1"
"899" "I AM GROOT!" "1"
"900" "I am Steve Rogers." "1"
"901" "Fall back! Fall back now!" "1"
"902" "Focus that fire on the left flank, Sam." "1"
"903" "I'm doing it." "1"
"904" "Why was she up there all this time?" "1"
"905" "She's on the field. Take it." "1"
"906" "Guys, we got a Vision situation here." "1"
"907" "Somebody get to Vision!" "1"
"908" "I got him!" "1"
"909" "On my way." "1"
"910" "He'll die alone. As will you." "-1"
"911" "She's not alone." "1"
"912" "Euuyaaah!" "1"
"913" "Oh no, oh no you don't. This isn't going to be like New York, pal. This suit's already kicked the crap out of the Hulk--" "1"
"914" "Guys! Vision needs backup now!   Hulk. Hulk, I know you like making your entrance at the last second, well, this is it, man. This is the last, last second.  Ahhhhh! Hulk! Hulk! HULK!" "1"
"915" "NOOOO!!!" "1"
"916" "Oh, screw you, ya big green asshole! I'll do it myself!  Come on!" "-1"
"917" "See you later, Alligator!  Hulk, we got a lot to figure out, pal." "1"
"918" "I thought you were formidable, machine. But you're dying, like any man." "-1"
"919" "Get outta here!  GO!" "1"
"920" "That was really gross." "1"
"921" "I thought I told you to go." "1"
"922" "We don't trade lives, Captain." "1"
"923" "I got you! I got you!  I'm sorry I can't remember anybody's names!" "-1"
"924" "You're full of tricks, wizard." "1"
"925" "No!" "1"
"926" "Yet you never once used your greatest weapon.  A fake." "-1"
"927" "You throw another moon at me, and I'm gonna lose it." "1"
"928" "Stark." "1"
"929" "You know me?" "1"
"930" "I do. You're not the only one cursed with knowledge." "-1"
"931" "My only curse is you." "-1"
"932" "Come on!" "1"
"933" "All that for a drop of blood." "-1"
"934" "You have my respect, Stark. When I'm done, half of humanity will still be alive.  I hope they remember you." "-1"
"935" "Stop!  Spare his life... and I will give you the stone." "-1"
"936" "No tricks." "1"
"937" "Don't...!" "-1"
"938" "One to go." "1"
"939" "nan" "1"
"940" "Where is he?!" "1"
"941" "Did we just lose?" "-1"
"942" "Why would you do that?" "-1"
"943" "We're in the Endgame now." "-1"
"944" "MAYEFA!" "1"
"945" "YA HU HU!" "1"
"946" "Are you okay?  What? What is it?" "1"
"947" "He's here." "1"
"948" "Everyone, on my position. We have incoming." "1"
"949" "What the hell?" "-1"
"950" "Cap. That's him." "1"
"951" "Eyes up. Stay sharp." "1"
"952" "Wanda. It's time." "1"
"953" "No." "1"
"954" "They can't stop him, Wanda, but we can. Look at me. You have the power to destroy the stone." "1"
"955" "Don't." "1"
"956" "You must do it. Wanda, please. We. Are. Out of time." "-1"
"957" "I can't." "1"
"958" "Yes, you can. You can. If he gets the stone, half the universe dies." "-1"
"959" "I-" "1"
"960" "It's not fair. It shouldn't be you, but it is." "-1"
"961" "It's all right. You could never hurt me...." "1"
"962" "I just...feel you." "1"
"963" "It's all right. It's all right. I love you." "1"
"964" "I understand, my child. Better than anyone." "1"
"965" "You could never..." "1"
"966" "Today, I lost more than you can know. But now is no time to mourn. Now... is no time at all." "-1"
"967" "NO!" "1"
"968" "I told you. You'd die for that!" "-1"
"969" "You should have... you...  You should have gone for the head!" "1"
"970" "NO!" "1"
"971" "Daughter?" "1"
"972" "Did you do it?" "1"
"973" "Yes." "1"
"974" "What did it cost?" "1"
"975" "Everything." "1"
"976" "What'd you do?" "1"
"977" "WHAT DID YOU DO?!" "1"
"978" "Where'd he go? Thor... where'd he go?" "1"
"979" "Steve?" "1"
"980" "Up, General. Up! This is no place to die." "-1"
"981" "Kumkani?!" "1"
"982" "I am Groot..." "1"
"983" "No... no. No. No. No! Groot, no..." "-1"
"984" "Sam?  Sam, where you at?!" "-1"
"985" "Something's happening." "-1"
"986" "Quill?" "-1"
"987" "Steady, Quill." "1"
"988" "Aw, man." "-1"
"989" "Tony, there was no other way." "1"
"990" "Mr. Stark?  I don't feel so good..." "-1"
"991" "You're all right?" "1"
"992" "I don't know what's -- I don't know what's happening. I don't--  I don't wanna go, I don't wanna go, Mr. Stark, please. Please, I don't wanna go. I don't wanna go...  I'm sorry." "-1"
"993" "He did it." "1"
"994" "What is this? What the hell is happening?" "1"
"995" "Oh, God." "-1"
"996" "Still no word from Stark?" "-1"
"997" "No, not yet. We're watching every satellite in both hemispheres, there's still nothing." "-1"
"998" "What is it?" "1"
"999" "Multiple bogeys over Wakanda." "1"
"1000" "Same energy signatures as New York?" "1"
"1001" "Ten times bigger." "1"
"1002" "Tell Klein. We'll meet him at- -" "1"
"1003" "Nick, Nick!" "-1"
"1004" "They okay?" "1"
"1005" "There's no one here." "1"
"1006" "Call Control. Code Red." "-1"
"1007" "Nick?" "1"
"1008" "Hill?" "1"
"1009" "Oh, no..." "-1"
"1010" "Motherf..." "-1"
